,name,type,study_title,group_id,study_type,description,has_placebo,has_drug,nums,trailings,trailings_stemmed,doses_obj,no_measure,units
36,Arm A: Gabapentin,primary,"Randomized, Open-Label Quality of Life Study Using Gabapentin Versus Venlafaxine in Treating Hot Flashes in Patients With Prostate Cancer",OG000,Parallel Assignment,"gabapentin will be administered orally at a starting dose of 300mg at bedtime (titration encouraged to desired effect and tolerability per treating physician). maximum dose allowed will be 300mg three times a day. one cycle is defined as 28 +/- 7 days.

gabapentin: gabapentin will be administered orally at a starting dose of 300mg at bedtime (titration encouraged to desired effect and tolerability per treating physician). maximum dose allowed will be 300mg three times a day. one cycle is defined as 28 +/- 7 days.",False,True,"[300, 300, 28, 7, 300, 300, 28, 7]","[['mg', 'at', 'bedtim'], ['mg', 'at', 'bedtim'], ['+/-', '7', 'day'], ['day', 'gabapentin:', 'gabapentin'], ['mg', 'at', 'bedtim'], ['mg', 'at', 'bedtim'], ['+/-', '7', 'day'], ['day', 'gabapentin:', 'gabapentin']]","[['mg', 'at', 'bedtim'], ['mg', 'at', 'bedtim'], ['+/-', '7', 'day'], ['day', 'gabapentin:', 'gabapentin'], ['mg', 'at', 'bedtim'], ['mg', 'at', 'bedtim'], ['+/-', '7', 'day'], ['day', 'gabapentin:', 'gabapentin']]","{300: ['mg', 'at', 'bedtim'], 28: ['+/-', '7', 'day']}",Unknown,"{300: 'mg', 28: ''}"
37,Arm B: Venlafaxine,primary,"Randomized, Open-Label Quality of Life Study Using Gabapentin Versus Venlafaxine in Treating Hot Flashes in Patients With Prostate Cancer",OG001,Parallel Assignment,"venlafaxine will be administered orally at the starting dose of 37.5mg daily (titration allowed to desired effect and tolerability per treating physician). maximum dose allowed will be 75mg per day. one cycle is defined as 28 +/- 7 days.

venlafaxine: venlafaxine will be administered orally at the starting dose of 37.5mg daily (titration allowed to desired effect and tolerability per treating physician). maximum dose allowed will be 75mg per day. one cycle is defined as 28 +/- 7 days.",False,False,"[37, 5, 75, 28, 7, 37, 5, 75, 28, 7]","[['5mg', 'daili', 'titrat'], ['mg', 'daili', 'titrat'], ['mg', 'per', 'day'], ['+/-', '7', 'day'], ['5mg', 'daili', 'titrat'], ['5mg', 'daili', 'titrat'], ['mg', 'daili', 'titrat'], ['mg', 'per', 'day'], ['+/-', '7', 'day'], ['5mg', 'daili', 'titrat']]","[['5mg', 'daili', 'titrat'], ['mg', 'daili', 'titrat'], ['mg', 'per', 'day'], ['+/-', '7', 'day'], ['5mg', 'daili', 'titrat'], ['5mg', 'daili', 'titrat'], ['mg', 'daili', 'titrat'], ['mg', 'per', 'day'], ['+/-', '7', 'day'], ['5mg', 'daili', 'titrat']]","{5: ['mg', 'daili', 'titrat'], 75: ['mg', 'per', 'day'], 28: ['+/-', '7', 'day']}",Unknown,"{5: 'mg', 75: 'mg/', 28: ''}"
38,Gabapentin Arm,primary,Gabapentin for Perioperative Pain Relief in Surgical Abortion: a Double-blind Randomized Controlled Trial,OG000,Parallel Assignment,"gabapentin 600 mg given 1-2 hours prior to surgical abortion

gabapentin: preoperative treatment with gabapentin",False,True,"[600, 1, 2]","[['mg', 'given', '1-2'], ['-2', 'hour', 'prior'], ['hour', 'prior', 'to']]","[['mg', 'given', '1-2'], ['-2', 'hour', 'prior'], ['hour', 'prior', 'to']]","{600: ['mg', 'given', '1-2']}",Unknown,{600: 'mg'}
39,Placebo Arm,primary,Gabapentin for Perioperative Pain Relief in Surgical Abortion: a Double-blind Randomized Controlled Trial,OG001,Parallel Assignment,"placebo (vit c) given 1-2 hours prior to surgical abortion

placebos: preoperative treatment with placebo",True,False,"[1, 2]","[['-2', 'hour', 'prior'], ['hour', 'prior', 'to']]","[['-2', 'hour', 'prior'], ['hour', 'prior', 'to']]",{},Unknown,{}
40,Gabapentin,primary,"An Open-Label, Multicenter Study Evaluating, The Efficacy, Safety And Pharmacokinetics Of Gabapentin As Adjunctive Therapy In Pediatric Patients With Partial Seizures When Other Antiepileptics Do Not Provide Satisfactory Effects",OG000,Single Group Assignment,"the dosage of oral solution for subjects aged 3 to 12 years was calculated based on their body weight. the dose was titrated for the first 3 days of the treatment period. subjects aged 3 to 4 years received gabapentin 10 mg/kg/day on day 1, 20 mg/kg/day on day 2 and 40 mg/kg/day from day 3. subjects aged 5 to 12 years received gabapentin 10 mg/kg/day on day 1, 20 mg/kg/day on day 2 and 25 to 35 mg/kg/day from day 3. subjects aged 13 to 15 years received gabapentin 600 mg/day on day 1, 1200 mg/day on day 2 and 1200 or 1800 mg/day from day 3. after day 3, the dose was adjusted if necessary within the range of maintenance doses. the maximum daily dose was 600 mg for day 1, 1200 mg for day 2, and 1800 mg for day 3 and thereafter.",False,True,"[3, 12, 3, 3, 4, 10, 1, 20, 2, 40, 3, 5, 12, 10, 1, 20, 2, 25, 35, 3, 13, 15, 600, 1, 1200, 2, 1200, 1800, 3, 3, 600, 1, 1200, 2, 1800, 3]","[['to', '12', 'year'], ['year', 'wa', 'calcul'], ['to', '12', 'year'], ['to', '12', 'year'], ['year', 'receiv', 'gabapentin'], ['mg/kg/day', 'on', 'day'], ['2', 'year', 'wa'], ['mg/kg/day', 'on', 'day'], ['year', 'wa', 'calcul'], ['mg/kg/day', 'from', 'day'], ['to', '12', 'year'], ['to', '12', 'year'], ['year', 'wa', 'calcul'], ['mg/kg/day', 'on', 'day'], ['2', 'year', 'wa'], ['mg/kg/day', 'on', 'day'], ['year', 'wa', 'calcul'], ['to', '35', 'mg/kg/day'], ['mg/kg/day', 'from', 'day'], ['to', '12', 'year'], ['to', '15', 'year'], ['year', 'receiv', 'gabapentin'], ['mg/day', 'on', 'day'], ['2', 'year', 'wa'], ['mg/day', 'on', 'day'], ['year', 'wa', 'calcul'], ['mg/day', 'on', 'day'], ['mg/day', 'from', 'day'], ['to', '12', 'year'], ['to', '12', 'year'], ['mg/day', 'on', 'day'], ['2', 'year', 'wa'], ['mg/day', 'on', 'day'], ['year', 'wa', 'calcul'], ['mg/day', 'from', 'day'], ['to', '12', 'year']]","[['to', '12', 'year'], ['year', 'wa', 'calcul'], ['to', '12', 'year'], ['to', '12', 'year'], ['year', 'receiv', 'gabapentin'], ['mg/kg/day', 'on', 'day'], ['2', 'year', 'wa'], ['mg/kg/day', 'on', 'day'], ['year', 'wa', 'calcul'], ['mg/kg/day', 'from', 'day'], ['to', '12', 'year'], ['to', '12', 'year'], ['year', 'wa', 'calcul'], ['mg/kg/day', 'on', 'day'], ['2', 'year', 'wa'], ['mg/kg/day', 'on', 'day'], ['year', 'wa', 'calcul'], ['to', '35', 'mg/kg/day'], ['mg/kg/day', 'from', 'day'], ['to', '12', 'year'], ['to', '15', 'year'], ['year', 'receiv', 'gabapentin'], ['mg/day', 'on', 'day'], ['2', 'year', 'wa'], ['mg/day', 'on', 'day'], ['year', 'wa', 'calcul'], ['mg/day', 'on', 'day'], ['mg/day', 'from', 'day'], ['to', '12', 'year'], ['to', '12', 'year'], ['mg/day', 'on', 'day'], ['2', 'year', 'wa'], ['mg/day', 'on', 'day'], ['year', 'wa', 'calcul'], ['mg/day', 'from', 'day'], ['to', '12', 'year']]","{10: ['mg/kg/day', 'on', 'day'], 20: ['mg/kg/day', 'on', 'day'], 40: ['mg/kg/day', 'from', 'day'], 25: ['to', '35', 'mg/kg/day'], 35: ['mg/kg/day', 'from', 'day'], 600: ['mg/day', 'on', 'day'], 1200: ['mg/day', 'on', 'day'], 1800: ['mg/day', 'from', 'day']}",Unknown,"{10: 'mg/kg', 20: 'mg/kg', 40: 'mg/kg', 25: 'mg/kg', 35: 'mg/kg', 600: 'mg', 1200: 'mg', 1800: 'mg'}"
41,Sugar Pill,primary,"Randomized, Double Blind, Placebo-Controlled Trial of the Safety and Efficacy of HORIZANT (Gabapentin Enacarbil) Extended-Release Tablets for the Treatment of Alcohol Use Disorder",OG000,Parallel Assignment,"matching placebo, sugar pill

placebo: placebo tablet, white to off-white, oval shaped tablets, taken 2 times per day",False,False,[2],"[['time', 'per', 'day']]","[['time', 'per', 'day']]","{2: ['time', 'per', 'day']}",Unknown,{2: '/'}
42,Gabapentin Enacarbil,primary,"Randomized, Double Blind, Placebo-Controlled Trial of the Safety and Efficacy of HORIZANT (Gabapentin Enacarbil) Extended-Release Tablets for the Treatment of Alcohol Use Disorder",OG001,Parallel Assignment,"600 mg gabapentin enacarbil (horizant)

gabapentin enacarbil: horizant extended release tablets, 600 mg, white to off-white, oval shaped tablets, taken 2 times per day",False,True,"[600, 600, 2]","[['mg', 'gabapentin', 'enacarbil'], ['mg', 'gabapentin', 'enacarbil'], ['time', 'per', 'day']]","[['mg', 'gabapentin', 'enacarbil'], ['mg', 'gabapentin', 'enacarbil'], ['time', 'per', 'day']]","{600: ['mg', 'gabapentin', 'enacarbil'], 2: ['time', 'per', 'day']}",Unknown,"{600: 'mg', 2: '/'}"
43,Gabapentin,primary,Gabapentin for Headache in Aneurysmal Subarachnoid Hemorrhage,OG000,Parallel Assignment,"gabapentin capsules 100 mg tid, 200 mg tid, 300 mg tid, 400 mg tid, 600 mg tid, 900 mg tid.

gabapentin: gabapentin capsules will be administered orally and titrated from 100 mg - 900 mg tid based on the patient's numeric pain score and creatinine clearance.

both groups will receive other standard of care pain medications.",False,True,"[100, 200, 300, 400, 600, 900, 100, 900]","[['mg', 'tid,', '200'], ['mg', 'tid,', '300'], ['mg', 'tid,', '400'], ['mg', 'tid,', '600'], ['mg', 'tid,', '900'], ['mg', 'tid', 'gabapentin:'], ['mg', 'tid,', '200'], ['mg', 'tid', 'gabapentin:']]","[['mg', 'tid,', '200'], ['mg', 'tid,', '300'], ['mg', 'tid,', '400'], ['mg', 'tid,', '600'], ['mg', 'tid,', '900'], ['mg', 'tid', 'gabapentin:'], ['mg', 'tid,', '200'], ['mg', 'tid', 'gabapentin:']]","{100: ['mg', 'tid,', '200'], 200: ['mg', 'tid,', '300'], 300: ['mg', 'tid,', '400'], 400: ['mg', 'tid,', '600'], 600: ['mg', 'tid,', '900'], 900: ['mg', 'tid', 'gabapentin:']}",Unknown,"{100: 'mg', 200: 'mg', 300: 'mg', 400: 'mg', 600: 'mg', 900: 'mg'}"
44,Control,primary,Gabapentin for Headache in Aneurysmal Subarachnoid Hemorrhage,OG001,Parallel Assignment,"placebo capsules 100 mg tid, 200 mg tid, 300 mg tid, 400 mg tid, 600 mg tid, 900 mg tid.

placebo: placebo capsules will be administered orally and titrated from 100 mg - 900 mg tid based on the patient's numeric pain score and creatinine clearance.

both groups will receive other standard of care pain medications.",False,False,"[100, 200, 300, 400, 600, 900, 100, 900]","[['mg', 'tid,', '200'], ['mg', 'tid,', '300'], ['mg', 'tid,', '400'], ['mg', 'tid,', '600'], ['mg', 'tid,', '900'], ['mg', 'tid', 'placebo:'], ['mg', 'tid,', '200'], ['mg', 'tid', 'placebo:']]","[['mg', 'tid,', '200'], ['mg', 'tid,', '300'], ['mg', 'tid,', '400'], ['mg', 'tid,', '600'], ['mg', 'tid,', '900'], ['mg', 'tid', 'placebo:'], ['mg', 'tid,', '200'], ['mg', 'tid', 'placebo:']]","{100: ['mg', 'tid,', '200'], 200: ['mg', 'tid,', '300'], 300: ['mg', 'tid,', '400'], 400: ['mg', 'tid,', '600'], 600: ['mg', 'tid,', '900'], 900: ['mg', 'tid', 'placebo:']}",Unknown,"{100: 'mg', 200: 'mg', 300: 'mg', 400: 'mg', 600: 'mg', 900: 'mg'}"
45,Gabapentin,primary,Gabapentin for Headache in Aneurysmal Subarachnoid Hemorrhage,OG000,Parallel Assignment,"gabapentin capsules 100 mg tid, 200 mg tid, 300 mg tid, 400 mg tid, 600 mg tid, 900 mg tid.

gabapentin: gabapentin capsules will be administered orally and titrated from 100 mg - 900 mg tid based on the patient's numeric pain score and creatinine clearance.

both groups will receive other standard of care pain medications.",False,True,"[100, 200, 300, 400, 600, 900, 100, 900]","[['mg', 'tid,', '200'], ['mg', 'tid,', '300'], ['mg', 'tid,', '400'], ['mg', 'tid,', '600'], ['mg', 'tid,', '900'], ['mg', 'tid', 'gabapentin:'], ['mg', 'tid,', '200'], ['mg', 'tid', 'gabapentin:']]","[['mg', 'tid,', '200'], ['mg', 'tid,', '300'], ['mg', 'tid,', '400'], ['mg', 'tid,', '600'], ['mg', 'tid,', '900'], ['mg', 'tid', 'gabapentin:'], ['mg', 'tid,', '200'], ['mg', 'tid', 'gabapentin:']]","{100: ['mg', 'tid,', '200'], 200: ['mg', 'tid,', '300'], 300: ['mg', 'tid,', '400'], 400: ['mg', 'tid,', '600'], 600: ['mg', 'tid,', '900'], 900: ['mg', 'tid', 'gabapentin:']}",Unknown,"{100: 'mg', 200: 'mg', 300: 'mg', 400: 'mg', 600: 'mg', 900: 'mg'}"
46,Control,primary,Gabapentin for Headache in Aneurysmal Subarachnoid Hemorrhage,OG001,Parallel Assignment,"placebo capsules 100 mg tid, 200 mg tid, 300 mg tid, 400 mg tid, 600 mg tid, 900 mg tid.

placebo: placebo capsules will be administered orally and titrated from 100 mg - 900 mg tid based on the patient's numeric pain score and creatinine clearance.

both groups will receive other standard of care pain medications.",False,False,"[100, 200, 300, 400, 600, 900, 100, 900]","[['mg', 'tid,', '200'], ['mg', 'tid,', '300'], ['mg', 'tid,', '400'], ['mg', 'tid,', '600'], ['mg', 'tid,', '900'], ['mg', 'tid', 'placebo:'], ['mg', 'tid,', '200'], ['mg', 'tid', 'placebo:']]","[['mg', 'tid,', '200'], ['mg', 'tid,', '300'], ['mg', 'tid,', '400'], ['mg', 'tid,', '600'], ['mg', 'tid,', '900'], ['mg', 'tid', 'placebo:'], ['mg', 'tid,', '200'], ['mg', 'tid', 'placebo:']]","{100: ['mg', 'tid,', '200'], 200: ['mg', 'tid,', '300'], 300: ['mg', 'tid,', '400'], 400: ['mg', 'tid,', '600'], 600: ['mg', 'tid,', '900'], 900: ['mg', 'tid', 'placebo:']}",Unknown,"{100: 'mg', 200: 'mg', 300: 'mg', 400: 'mg', 600: 'mg', 900: 'mg'}"
47,"Amitriptyline 4% Ketamine 2% Cream, Placebo Capsules",primary,"A Phase II, Double-Blind, Randomized, Placebo-Controlled Non-inferiority Trial of EpiCept™ NP-1 Topical Cream (2% Ketamine / 4% Amitriptyline) vs. Oral Gabapentin in Postherpetic Neuralgia (PHN)",OG000,Parallel Assignment,"amitriptyline 4% ketamine 2% cream 4grams applied twice daily to affected area, placebo capsules taken orally 3 times daily",True,False,"[4, 2, 4, 3]","[['%', 'ketamin', '2%'], ['%', 'cream', '4gram'], ['%', 'ketamin', '2%'], ['time', 'daili']]","[['%', 'ketamin', '2%'], ['%', 'cream', '4gram'], ['%', 'ketamin', '2%'], ['time', 'daili']]",{},Unknown,{}
48,"Gabapentin Capsules, Placebo Cream",primary,"A Phase II, Double-Blind, Randomized, Placebo-Controlled Non-inferiority Trial of EpiCept™ NP-1 Topical Cream (2% Ketamine / 4% Amitriptyline) vs. Oral Gabapentin in Postherpetic Neuralgia (PHN)",OG001,Parallel Assignment,oral gabapentin capsules 600mg three times daily and placebo cream applied 4 grams twice daily,True,True,"[600, 4]","[['mg', 'three', 'time'], ['gram', 'twice', 'daili']]","[['mg', 'three', 'time'], ['gram', 'twice', 'daili']]","{600: ['mg', 'three', 'time'], 4: ['gram', 'twice', 'daili']}",Unknown,"{600: 'mg', 4: 'g'}"
49,Placebo Cream and Capsules,primary,"A Phase II, Double-Blind, Randomized, Placebo-Controlled Non-inferiority Trial of EpiCept™ NP-1 Topical Cream (2% Ketamine / 4% Amitriptyline) vs. Oral Gabapentin in Postherpetic Neuralgia (PHN)",OG002,Parallel Assignment,"placebo np-1 cream 4gms applied twice daily and placebo gabapentin capsules, taken orally 3 times daily",True,False,"[1, 4, 3]","[['cream', '4gm', 'appli'], ['gm', 'appli', 'twice'], ['time', 'daili']]","[['cream', '4gm', 'appli'], ['gm', 'appli', 'twice'], ['time', 'daili']]",{},Unknown,{}
50,"Amitriptyline 4% Ketamine 2% Cream, Placebo Capsules",primary,"A Phase II, Double-Blind, Randomized, Placebo-Controlled Non-inferiority Trial of EpiCept™ NP-1 Topical Cream (2% Ketamine / 4% Amitriptyline) vs. Oral Gabapentin in Postherpetic Neuralgia (PHN)",OG000,Parallel Assignment,"amitriptyline 4% ketamine 2% cream 4grams applied twice daily to affected area, placebo capsules taken orally 3 times daily",True,False,"[4, 2, 4, 3]","[['%', 'ketamin', '2%'], ['%', 'cream', '4gram'], ['%', 'ketamin', '2%'], ['time', 'daili']]","[['%', 'ketamin', '2%'], ['%', 'cream', '4gram'], ['%', 'ketamin', '2%'], ['time', 'daili']]",{},Unknown,{}
51,"Gabapentin Capsules, Placebo Cream",primary,"A Phase II, Double-Blind, Randomized, Placebo-Controlled Non-inferiority Trial of EpiCept™ NP-1 Topical Cream (2% Ketamine / 4% Amitriptyline) vs. Oral Gabapentin in Postherpetic Neuralgia (PHN)",OG001,Parallel Assignment,oral gabapentin capsules 600mg three times daily and placebo cream applied 4 grams twice daily,True,True,"[600, 4]","[['mg', 'three', 'time'], ['gram', 'twice', 'daili']]","[['mg', 'three', 'time'], ['gram', 'twice', 'daili']]","{600: ['mg', 'three', 'time'], 4: ['gram', 'twice', 'daili']}",Unknown,"{600: 'mg', 4: 'g'}"
52,Placebo Cream and Capsules,primary,"A Phase II, Double-Blind, Randomized, Placebo-Controlled Non-inferiority Trial of EpiCept™ NP-1 Topical Cream (2% Ketamine / 4% Amitriptyline) vs. Oral Gabapentin in Postherpetic Neuralgia (PHN)",OG002,Parallel Assignment,"placebo np-1 cream 4gms applied twice daily and placebo gabapentin capsules, taken orally 3 times daily",True,False,"[1, 4, 3]","[['cream', '4gm', 'appli'], ['gm', 'appli', 'twice'], ['time', 'daili']]","[['cream', '4gm', 'appli'], ['gm', 'appli', 'twice'], ['time', 'daili']]",{},Unknown,{}
53,Gabapentin Group,primary,Gabapentin as an Adjunct to Paracervical Block for Perioperative Pain Management for Surgical Abortion: a Randomized Controlled Trial,OG000,Parallel Assignment,participants receiving local anesthesia per clinic protocol plus two 300mg capsules of gabapentin 1-2 hours prior to the procedure.,False,True,"[300, 1, 2]","[['mg', 'capsul', 'of'], ['-2', 'hour', 'prior'], ['hour', 'prior', 'to']]","[['mg', 'capsul', 'of'], ['-2', 'hour', 'prior'], ['hour', 'prior', 'to']]","{300: ['mg', 'capsul', 'of']}",Unknown,{300: 'mg'}
54,Placebo Group,primary,Gabapentin as an Adjunct to Paracervical Block for Perioperative Pain Management for Surgical Abortion: a Randomized Controlled Trial,OG001,Parallel Assignment,participants receiving local anesthesia per clinic protocol plus two 300mg capsules of a placebo to match gabapentin 1-2 hours prior to the procedure.,True,False,"[300, 1, 2]","[['mg', 'capsul', 'of'], ['-2', 'hour', 'prior'], ['hour', 'prior', 'to']]","[['mg', 'capsul', 'of'], ['-2', 'hour', 'prior'], ['hour', 'prior', 'to']]","{300: ['mg', 'capsul', 'of']}",Unknown,{300: 'mg'}
55,Gabapentin Preoperatively,primary,"Preoperative Gabapentin for Acute and Chronic Post-thoracotomy Analgesia: A Randomized, Double-blinded, Placebo-controlled Study",OG000,Parallel Assignment,preoperative gabapentin 600 mg p.o. within 2 hours prior to surgery.,False,True,"[600, 2]","[['mg', 'po', 'within'], ['hour', 'prior', 'to']]","[['mg', 'po', 'within'], ['hour', 'prior', 'to']]","{600: ['mg', 'po', 'within']}",Unknown,{600: 'mg'}
