,study_id,measure,type,conditions,single_condition,name,description
126,NCT00385671,Weekly Mean Change From Baseline to 12 Weeks in 24 Hour Average Pain Severity - Only Participants Who Adhered to Key Protocol Requirements (Per-Protocol Population),Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
127,NCT00385671,Weekly Mean Change in 24 Hour Average Pain Severity by Week by Gabapentin Exposure Subgroup (de Novo Versus Prior Use),Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
128,NCT00385671,Mean Change From Baseline to 12 Weeks in Blood Pressure,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
129,NCT00385671,Mean Change From Baseline to 12 Weeks in Heart Rate,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
130,NCT00385671,Mean Change From Baseline to 12 Weeks in Body Weight,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
131,NCT00385671,Number of Participants With Treatment-emergent Elevated Blood Pressure,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
132,NCT00385671,Number of Participants With Treatment-Emergent Elevated Heart Rate,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
133,NCT00385671,Number of Participants With Treatment-Emergent Changes in Body Weight,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
134,NCT00385671,Mean Change From Baseline to 12 Weeks in Hepatic Enzyme Serum Levels,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
135,NCT00385671,Mean Change From Baseline to 12 Weeks in Total Bilirubin,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
136,NCT00385671,Mean Change From Baseline to 12 Weeks in Fasting Plasma Glucose,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
137,NCT00385671,Mean Change From Baseline to 12 Weeks in Hemoglobin A1C,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
138,NCT00385671,Number of Patients With Treatment-Emergent Elevated Laboratory Analytes,Secondary,"['Diabetic Neuropathy, Painful']","Diabetic Neuropathy, Painful","An Open-Label, Randomized Comparison of Duloxetine, Pregabalin, and the Combination of Duloxetine and Gabapentin Among Patients With Inadequate Response to Gabapentin for the Management of Diabetic Peripheral Neuropathic Pain",NA
139,NCT00262639,Percent Subjects Completely Abstinent,Primary,['Alcohol Dependence'],Alcohol Dependence,A Double Blind Evaluation of Flumazenil and Gabapentin for the Treatment of Alcohol Withdrawal and Relapse Prevention,"Approximately 60 alcohol dependent individuals who are drinking heavily up until 72 hours, or less, prior to study participation will be randomized to receive either flumazenil (intravenously)on two successive days and gabapentin (orally)for 39 days or their matching placebos. They also will receive hydroxyzine and vitamins. Individuals will be evaluated for alcohol withdrawal, their response to acoustic startle, cognitive ability, craving, mood, sleep and drinking during the first week. They will then be seen weekly for about 6 weeks during which they take gabapentin or placebo and are provided with Combined Behavioral Intervention Therapy (counseling) once a week, or more, as required. Over this period they will be evaluated weekly for alcohol consumption, craving, sleep, mood, and biological markers of alcohol consumption ( percent carbohydrate deficient transferrin and gamma-glutamyl transferase). Blood will be obtained on week 3 and 6 for general health (liver, blood count etc.) screening. After the end of treatment, subjects will be followed-up at 4 weeks and again at 8 weeks after treatment to evaluate alcohol consumption, craving, sleep, mood.

Subjects will undergo a functional magnetic resonance imaging (MRI) procedure sometime during the second or third week of study medication to assess cue induced regional brain activation to investigate the effect of medication on brain response to alcohol visual cues."
140,NCT00262639,Percent Days Abstinent,Primary,['Alcohol Dependence'],Alcohol Dependence,A Double Blind Evaluation of Flumazenil and Gabapentin for the Treatment of Alcohol Withdrawal and Relapse Prevention,"Approximately 60 alcohol dependent individuals who are drinking heavily up until 72 hours, or less, prior to study participation will be randomized to receive either flumazenil (intravenously)on two successive days and gabapentin (orally)for 39 days or their matching placebos. They also will receive hydroxyzine and vitamins. Individuals will be evaluated for alcohol withdrawal, their response to acoustic startle, cognitive ability, craving, mood, sleep and drinking during the first week. They will then be seen weekly for about 6 weeks during which they take gabapentin or placebo and are provided with Combined Behavioral Intervention Therapy (counseling) once a week, or more, as required. Over this period they will be evaluated weekly for alcohol consumption, craving, sleep, mood, and biological markers of alcohol consumption ( percent carbohydrate deficient transferrin and gamma-glutamyl transferase). Blood will be obtained on week 3 and 6 for general health (liver, blood count etc.) screening. After the end of treatment, subjects will be followed-up at 4 weeks and again at 8 weeks after treatment to evaluate alcohol consumption, craving, sleep, mood.

Subjects will undergo a functional magnetic resonance imaging (MRI) procedure sometime during the second or third week of study medication to assess cue induced regional brain activation to investigate the effect of medication on brain response to alcohol visual cues."
141,NCT00108550,Transformed Descriptor Differential Scale-Pain Intensity Scores Adjusted for Time,Primary,['Chronic Low Back Pain'],Chronic Low Back Pain,Efficacy of Antidepressants in Chronic Back Pain,"Chronic low back pain (CLBP) is a major health problem for the VA, affecting up to 15% of all veterans. Nationally, its medical and disability costs exceed $50 billion annually. Despite its impact, relatively little research evaluates treatment for CLBP. Wide variation in patterns of care suggests uncertainty over effective therapy. Most chronic back cases are not surgical candidates. The mainstays of medical treatment have been non-steroidal anti-inflammatory drugs (NSAIDs), muscle relaxants, opioids, and antidepressants. Non-steroidal drugs and muscle relaxants are effective for acute but not for chronic back pain. Opioids may provide analgesia but safety limits their use. Tricyclic antidepressants provide modest pain relief, separate from effects on depression. But it is clear additional research is needed to develop more effective pharmacotherapy. One approach favored by many authorities is determining if agents effective for one type of chronic pain syndrome (e.g., diabetic neuropathy) can be generalized to other syndromes, like chronic back pain. Another is to identify effective drug combinations, based on selecting drugs with differing therapeutic mechanisms.

This research is a program of rigorous randomized clinical trials testing the efficacy of antidepressants for analgesia in chronic back pain. Because chronic pain is a complex disorder, the program features a multidisciplinary research team, involving specialists in psychiatry, orthopedic surgery, psychology, anesthesiology, clinical pharmacology, and biomathematics. The research has both pragmatic and explanatory aims. Our strategy has been to test antidepressants with differing, and selective properties in an attempt to isolate therapeutic mechanisms. Thus, we began with trials using selective norepinephrine reuptake inhibitors, and selective serotonin reuptake inhibitors (SSRIs), rather than those with dual noradrenergic and serotonergic effects (e.g., amitriptyline, imipramine). To ensure applicability of results, we have used rigorous diagnostic procedures to identify patients with chronic back pain due to degenerative disk disease. To enhance generalizability we recruit primary care patients rather than tertiary pain clinic samples. Patients without major depression are studied to examine analgesia separate from antidepressant effects. Secondary outcomes address function and life quality.

We have conducted three controlled trials using identical recruitment and assessment methodology. The first, comparing a noradrenergic antidepressant (nortriptyline) with placebo, indicated that the noradrenergic agent provided clinically relevant analgesia. The second was a head-to-head comparison of a selective noradrenergic agent (maprotiline) with a selective serotonin reuptake inhibitor (SSRI, paroxetine). The noradrenergic agent outperformed the SSRI, which was equivalent to placebo. To clarify these results we explored whether efficacy might be evident only at specific drug concentrations. Therefore, the third study, has a prospective concentration design comparing the most potent and selective noradrenergic antidepressant (desipramine) to the standard SSRI, fluoxetine. Subjects were randomized to placebo or predetermined concentration windows reflecting low, medium, and high exposure to study drugs and followed for 12 weeks. Interim analysis suggests that low concentration desipramine outperforms placebo (p<0.05). It is also superior to mid-concentration and high exposure desipramine--as well as all exposure levels of the SSRI, which are equivalent to placebo.

In sum, all three studies supported noradrenergic analgesia in CLBP, and the two studies that evaluated SSRIs failed to find analgesia. This suggests noradrenergic activity, perhaps within a therapeutic window, may be primarily responsible for back pain analgesia. These findings have led us away from studies proposing combining noradrenergic and serotonergic agents. An alternative approach which builds on these data, but first employs another class of agents, seems reasonable. This strategy is to assess if gabapentin, a calcium channel blocker agent with demonstrated efficacy in neuropathic pain, can be extended to chronic back pain.

We conducted a double-blind, randomized assignment, 12-week, placebo controlled clinical trial of the efficacy of gabapentin. Non-depressed chronic low back pain patients (N = 130) will be randomized to placebo or high dose gabapentin (3600 mg/day or maximum tolerable dose). Analysis was by intent to treat. The primary efficacy assessment is mean pain intensity (Descriptor Differential Scale, DDS) at exit. Secondary outcomes are function and life quality (Oswestry Disability Index, Short Form-36, Quality of Well-Being Scale). Safety evaluation includes rating adverse events (Scandinavian Society of Psychopharmacology Committee on Clinical Investiagations Side Effects Rating Scale, UKU), standardized physical examination, and clinical laboratory testing. Results could provide explanatory insight into mechanisms of back pain, and address the pragmatic clinical need by primary care providers and others for effective therapy."
